file_path,Semester,Case Name,Company Name,Brief Case Description,Detailed Case Description,Outcome,Programming Languages Used,Tech Stack,KPIs
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F23_CAC_Case.pdf,F23,**Case Name**: Coaching Association of Canada,Coaching Association of Canada,"The main goal is to support the CAC in a holistic evaluation of its current E-Learning modules available for its coaches and to help them design a survey to better understand coaching demographics for the upcoming year. More specifically, the project will: conduct a thorough demographic analysis of current E-Learning users based on existing datasets, comparing findings with previous reports; analyze and suggest improvements to the User Experience (UX) and accessibility of the E-Learning platform; review past surveys of coaches to generate actionable recommendations for the upcoming survey of coaches in early 2024 that can help the CAC maximize response rate and learn more about its members.","The main goal is to support the CAC in a holistic evaluation of its current E-Learning modules available for its coaches and to help them design a survey to better understand coaching demographics for the upcoming year. More specifically, the project will:

●     Conduct a thorough demographic analysis of current E-Learning users based on existing datasets,
comparing findings with previous reports
●     Analyze and suggest improvements to the User Experience (UX) and accessibility of the E-Learning
platform
●     Review past surveys of coaches to generate actionable recommendations for the upcoming survey
of coaches in early 2024 that can help the CAC maximize response rate and learn more about its
members","The main goal is to support the CAC in a holistic evaluation of its current E-Learning modules available for its coaches and to help them design a survey to better understand coaching demographics for the upcoming year. More specifically, the project will:

●     Conduct a thorough demographic analysis of current E-Learning users based on existing datasets,
comparing findings with previous reports
●     Analyze and suggest improvements to the User Experience (UX) and accessibility of the E-Learning
platform
●     Review past surveys of coaches to generate actionable recommendations for the upcoming survey
of coaches in early 2024 that can help the CAC maximize response rate and learn more about its
members",Python,Tech Stack: Python,"**KPIs**: Conduct a thorough demographic analysis of current E-Learning users, analyze and suggest improvements to the User Experience (UX) and accessibility of the E-Learning platform, review past surveys of coaches to generate actionable recommendations for the upcoming survey of coaches in early 2024."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F23_NAACP_Case.pdf,F23,Brown v. Board of Education,NAACP Legal Defense Fund,"The goal of this project is to develop an application for monitoring and reporting suspected cases of election-related misinformation in real-time. Channels to monitor include, but are not limited to, elected officials’ websites, news articles, and Twitter. The application will be fed live data from predetermined sources, analyze and flag suspicious and anomalous content, and produce an alert/notification for each incident and or a recurring report summarizing new incidents.","The goal of this project is to develop an application for monitoring and reporting suspected cases of election-related misinformation in real-time. Channels to monitor include, but are not limited to, elected officials’ websites, news articles, and Twitter. The application will be fed live data from predetermined sources, analyze and flag suspicious and anomalous content, and produce an alert/notification for each incident and or a recurring report summarizing new incidents.",The goal of this project is to develop an application for monitoring and reporting suspected cases of election-related misinformation in real-time.,Python,Python,**KPIs**: Monitor and report suspected cases of election-related misinformation in real-time; analyze and flag suspicious content; produce alerts/notifications for incidents; generate recurring reports summarizing new incidents; maximize accuracy and generalizability of the truthfulness prediction model.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F23_ScanGlobal_Case.pdf,F23,Case Name: Scan Global Logistics,Scan Global Logistics,"This case will work with the financial team at Scan Global to optimize their account payable processes, particularly focusing on the efficient matching of bills. Although ideally automatic, the AP system often necessitates manual intervention to match incoming vendor invoices with records ""recapped"" by the operations team, leading to payment delays. Scan Global would like to better understand the differences in efficiency between different ingestion methods (EDI, OCR, and manual entry), what factors are causing matching issues (vendor #, invoice #, invoice amount, ref #, etc), and which vendors are causing the most delays (in time and number of touches).","This case will work with the financial team at Scan Global to optimize their account payable processes, particularly focusing on the efficient matching of bills. Although ideally automatic, the AP system often necessitates manual intervention to match incoming vendor invoices with records ""recapped"" by the operations team, leading to payment delays. Scan Global would like to better understand the differences in efficiency between different ingestion methods (EDI, OCR, and manual entry), what factors are causing matching issues (vendor #, invoice #, invoice amount, ref #, etc), and which vendors are causing the most delays (in time and number of touches).

HDAG will use historical data provided by the client detailing invoice processing, specifically who entered fields, who was the last touch on an invoice, and what was the timestamp for each action. By leveraging statistical analysis, machine learning modeling, and historical data, HDAG aims to furnish Scan Global with actionable insights to streamline and enhance their invoice processing system.","Scan Global Logistics is a global full-service logistics provider with its headquarters in Denmark. Established in 1975, the company operates across all six continents, positioning itself as a leader in the logistics and freight forwarding sector. They offer a broad spectrum of services, including air and sea freight, road transport, warehousing, and specialized logistics solutions, catering particularly to sectors like energy, automotive, and humanitarian logistics. Their approach emphasizes flexibility, speed, and a customer-centric viewpoint, aiming to simplify complex logistics challenges for their clients. The company boasts an annual revenue of approximately $3 billion USD.",Python,Python,"**KPIs**: Efficiency of account payable processes, matching accuracy of vendor invoices, payment delays, differences in efficiency between ingestion methods (EDI, OCR, manual entry), factors causing matching issues (vendor #, invoice #, invoice amount, ref #), vendors causing the most delays (in time and number of touches)."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F22_Roche_Case.pdf,F22,Case Name: HDAG,Roche US,"The goal of this project is to examine trends in Roche instrument repair case notes, using natural language processing and unsupervised machine learning methods. Broadly, the project HDAG will engage with Roche would consist of two main stages.","The goal of this project is to examine trends in Roche instrument repair case notes, using natural language processing and unsupervised machine learning methods. Broadly, the project HDAG will engage with Roche would consist of two main stages. 1) Feature Extraction: The HDAG team will first extract useful features from the raw free-form text data. This will be done using natural language processing (NLP) methods, including sentiment analysis using language models, topic modeling with methods such as Latent Dirichlet allocation, keyword extraction using statistical methods and machine learning, and/or other related NLP methodologies. 2) ML Modeling/Statistical Analysis: The HDAG team will employ statistical methods, in particular clustering techniques to perform unsupervised text categorization and identify trends in the instrument repair case notes data.","The goal of this project is to examine trends in Roche instrument repair case notes, using natural language processing and unsupervised machine learning methods.",Python,Python,**KPIs**: Not provided in the document.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F23_SkyGrid_Case.pdf,F23,Skygrid/Boeing,"SkyGrid, a Boeing SparkCognition Company","SkyGrid, a Boeing SparkCognition Company, is building an advanced airspace integration system, “Jupiter,” that will safely integrate remotely piloted aircraft into civilian airspace. The system is being built to develop functions with the adequate level of safety to enable operational approval of remotely piloted aircraft by domestic and international regulators. The goal of this project is to accurately model and estimate the future global market size for Jupiter, SkyGrid’s UAV airspace integration system, and develop a simulation model for scenario-testing which dynamically forecasts future market conditions depending on user-adjustable input variables and assumptions.","The goal of this project is to accurately model and estimate the future global market size for Jupiter, SkyGrid’s UAV airspace integration system, and develop a simulation model for scenario-testing which dynamically forecasts future market conditions depending on user-adjustable input variables and assumptions. Two case teams will be assigned to this case.

● Estimate and validate future product market size through a bottom-up approach. Conduct thorough market research and studies on the business landscape, followed by quantitative estimation of the market using a combination of independently collected and SkyGrid provided datasets.
● Research and develop pricing models and recommendations for Jupiter, taking into account cost-savings and prior-work performed on forecasting the market.
● Develop a model which enables the client to model how combinations and perturbations regarding input variables and assumptions alter the estimated market conditions and economics.","The outcome of the project is to accurately model and estimate the future global market size for Jupiter, SkyGrid’s UAV airspace integration system, and develop a simulation model for scenario-testing which dynamically forecasts future market conditions depending on user-adjustable input variables and assumptions.","Python, Excel.","Python, Excel",**KPIs**: Estimate and validate future product market size through a bottom-up approach; Research and develop pricing models and recommendations for Jupiter; Develop a model to analyze how input variables and assumptions alter estimated market conditions and economics.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F23_WooSox_Case.pdf,F23,Worcester Red Sox,Worcester Red Sox,"The main goal is to find solutions to bring as many fans as possible in Central MA and New England Region to the park especially for the weekday games (Tue - Thu). To do so, the project will explore and find insights on the current demographic, with specific goals including: Understand the demographic of not limited to central MA but surrounding New England region, in terms of market behavior, driving factors, etc. Explore the traffic of the website and other social media accounts to get more insights to run advertisements more efficiently. Find out how outside events (competitions) such as concerts, other sporting events, and other entertainments in the area could affect the ticket sales. Discover potential target markets in the area and how to attract their attention.","The main goal is to find solutions to bring as many fans as possible in Central MA and New England Region to the park especially for the weekday games (Tue - Thu). To do so, the project will explore and find insights on the current demographic, with specific goals including:

●    Understand the demographic of not limited to central MA but surrounding New England region, in
terms of market behavior, driving factors, etc.
●    Explore the traffic of the website and other social media accounts to get more insights to run
advertisements more efficiently.
●    Find out how outside events (competitions) such as concerts, other sporting events, and other
entertainments in the area could affect the ticket sales.
●    Discover potential target markets in the area and how to attract their attention.",The main goal is to find solutions to bring as many fans as possible in Central MA and New England Region to the park especially for the weekday games (Tue - Thu).,Python/SQL/Excel,Python/SQL/Excel,"Understand the demographic of not limited to central MA but surrounding New England region, in terms of market behavior, driving factors, etc. Explore the traffic of the website and other social media accounts to get more insights to run advertisements more efficiently. Find out how outside events (competitions) such as concerts, other sporting events, and other entertainments in the area could affect the ticket sales. Discover potential target markets in the area and how to attract their attention."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F22_SouthPole_Case.pdf,F22,South Pole,South Pole,"South Pole is a Swiss carbon finance consultancy founded in 2006 in Zurich, Switzerland. South Pole's business covers project and technology finance, data and advisory on sustainability risks and opportunities, as well as the development of environmental commodities such as carbon and renewable energy credits. This project will have three parts. South Pole is mostly looking to evaluate distributed ledger technology as a way to help increase the transparency and trustworthiness of the carbon markets. This case will be different from HDAG cases in the past since we’ll also be working with a team from Harvard Blockchain Club with more blockchain-specific experience. The HDAG and HBC team will attempt to tackle all three of the goals listed below over the course of the semester: 1. Make a first assessment in what ways DLT can provide that additional quality control and what is required to make that happen. 2. Explore a couple of DLT protocols and see which one fits our requirements best 3. Pick one protocol and develop a proof of concept for one or more project types (forestry, agriculture or renewable energy) focussing on the origination, verification and potential fractionalisation of the asset.","This project will have three parts. South Pole is mostly looking to evaluate distributed ledger technology as a way to help increase the transparency and trustworthiness of the carbon markets. This case will be different from HDAG cases in the past since we’ll also be working with a team from Harvard Blockchain Club with more blockchain-specific experience. The HDAG and HBC team will attempt to tackle all three of the goals listed below over the course of the semester:

1. Make a first assessment in what ways DLT can provide that additional quality control and what is required to make that happen.
2. Explore a couple of DLT protocols and see which one fits our requirements best
3. Pick one protocol and develop a proof of concept for one or more project types (forestry, agriculture or renewable energy) focussing on the origination, verification and potential fractionalisation of the asset.","South Pole is a Swiss carbon finance consultancy founded in 2006 in Zurich, Switzerland. South Pole's business covers project and technology finance, data and advisory on sustainability risks and opportunities, as well as the development of environmental commodities such as carbon and renewable energy credits.","Python, Javascript","Python, Javascript, CHIA, TOUCAN, Polygon, NEAR, Ethereum, Binance chain, EWC","**KPIs**: 1. Make a first assessment in what ways DLT can provide that additional quality control and what is required to make that happen. 2. Explore a couple of DLT protocols and see which one fits our requirements best. 3. Pick one protocol and develop a proof of concept for one or more project types (forestry, agriculture or renewable energy) focusing on the origination, verification and potential fractionalisation of the asset."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F23_USAG_Case.pdf,F23,**Case Name**: U.S. Aviation Group,U.S. Aviation Group,"The goal of the project is for HDAG to draw insights from internal data to help USAG understand trends in the maintenance of USAGs aircraft through dashboarding visualizations. HDAG will use Natural Language Processing tools to attempt to classify the specific internal system of the aircraft that an issue relates to, and this and other data to create real-time dashboarding software for USAG to use. HDAG will also deploy machine learning modeling to develop a model capable of predicting maintenance and type of maintenance on USAG aircraft.","The goal of the project is for HDAG to draw insights from internal data to help USAG understand trends in the maintenance of USAGs aircraft through dashboarding visualizations. HDAG will use Natural Language Processing tools to attempt to classify the specific internal system of the aircraft that an issue relates to, and this and other data to create real-time dashboarding software for USAG to use. HDAG will also deploy machine learning modeling to develop a model capable of predicting maintenance and type of maintenance on USAG aircraft.","The goal of the project is for HDAG to draw insights from internal data to help USAG understand trends in the maintenance of USAGs aircraft through dashboarding visualizations. HDAG will use Natural Language Processing tools to attempt to classify the specific internal system of the aircraft that an issue relates to, and this and other data to create real-time dashboarding software for USAG to use. HDAG will also deploy machine learning modeling to develop a model capable of predicting maintenance and type of maintenance on USAG aircraft.","Python, Tableau, SQL","Python, Tableau, SQL","**KPIs**: Insights from internal data, trends in aircraft maintenance, real-time dashboarding software, predictive maintenance model."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F24_Foodlink_Case.pdf,F24,**Case Name**: Foodlink NY Data Analytics Project,Foodlink,"The primary goal of this project is to strategically assist the new data analytics team at Foodlink NY with visualizations that would better represent and encapsulate their operations. This entails creating Tableau visualizations that would illustrate the current member network and other metrics, including geographic locations of Foodlink members across 10-county service area, dollar value of products distributed to each member, and a Foodlink inventory dashboard illustrating current products available in inventory. Additionally, the project involves advising the growing data analytics team at Foodlink with suggestions for improving operational efficiency.","The primary goal of this project is to strategically assist the new data analytics team at Foodlink NY with visualizations that would better represent and encapsulate their operations. This entails creating Tableau visualizations that would illustrate the current member network and other metrics, including (but not limited to): geographic locations of Foodlink members across 10-county service area, dollar value of products distributed to each member, and Foodlink inventory dashboard illustrating current products available in inventory. Additionally, the project involves advising the growing data analytics team at Foodlink with suggestions for improving operational efficiency.",The primary goal of this project is to strategically assist the new data analytics team at Foodlink NY with visualizations that would better represent and encapsulate their operations.,"Excel, Tableau, Python","Excel, Tableau, Python","**KPIs**: 25M pounds of food per year, around 350 community partners"
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F23_QuartzBio_Case.pdf,F23,QuartzBio,QuartzBio,"Automation of reporting packages that are largely manual – Business Intelligence and Machine Learning. Support QuartzBio’s creation of data visualization tools and dashboards using existing, defined metrics. Given a database of reports (stored in Excel and PPT), the goal is to develop clear, insightful, and actionable data visualization dashboards for Quartz to leverage in their other business workflows. Automations for end of month financial rollover, currently largely manual – Data Analytics. Each month, Quartz has ~80-100 Excel files (one per contract) that they need to port to Infor, an ERP tool. The goal is to develop automations for analyzing Excel data and porting it to Infor, as well as provide recommendations for managing the parallel process of having to update Excel files and have such changes reflected in Infor. After completion of the technical aspects of the project, Quartz also hopes to receive HDAG’s recommendations for operational analytics and other efficiencies based on the data we generate – Data Analytics and Consulting.","Automation of reporting packages that are largely manual – Business Intelligence and Machine Learning

Support QuartzBio’s creation of data visualization tools and dashboards using existing, defined metrics. Given a database of reports (stored in Excel and PPT), the goal is to develop clear, insightful, and actionable data visualization dashboards for Quartz to leverage in their other business workflows.

Automations for end of month financial rollover, currently largely manual – Data Analytics

Each month, Quartz has ~80-100 Excel files (one per contract) that they need to port to Infor, an ERP tool. The goal is to develop automations for analyzing Excel data and porting it to Infor, as well as provide recommendations for managing the parallel process of having to update Excel files and have such changes reflected in Infor.

After completion of the technical aspects of the project, Quartz also hopes to receive HDAG’s recommendations for operational analytics and other efficiencies based on the data we generate – Data Analytics and Consulting.","Outcome: QuartzBio aims to automate reporting packages and end-of-month financial rollovers, develop data visualization tools, and receive recommendations for operational analytics and efficiencies.","Excel, Python","Excel, Python","**KPIs**: Development of clear, insightful, and actionable data visualization dashboards; automation of end of month financial rollover; recommendations for operational analytics and efficiencies."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F24_Macys_Case.pdf,F24,Macy’s Star Rewards Credit Card Program,Macy’s,"The main goal of this project is to investigate Macy’s Star Rewards Credit Card Program and design a machine learning model to simulate consumer behavior after advertisement campaigns. This entails conducting exploratory analysis on Macy’s first-party data on cardholders and non-cardholders, investigating the behavioral trends of cardholders and non-cardholders, identifying who Macy’s should hyper-target to increase its credit card applications, designing a stand-alone model to simulate the impact of hyper-targeted advertisement on credit card applications using various machine learning models, and building out a data-pipeline for this stand-alone model if time permits.","The main goal of this project is to investigate Macy’s Star Rewards Credit Card Program and design a machine learning model to simulate consumer behavior after advertisement campaigns. This entails:

●    Conducting exploratory analysis on Macy’s first-party data on cardholders and non-cardholders.
●    Investigating the behavioral trends of cardholders and non-cardholders.
●    Identifying who Macy’s should hyper-target to increase its credit card applications.
●    Designing a stand-alone model to simulate the impact of hyper-targeted advertisement on credit
card applications using various machine learning models.
●    Building out a data-pipeline for this stand-alone model if time permits.",The main goal of this project is to investigate Macy’s Star Rewards Credit Card Program and design a machine learning model to simulate consumer behavior after advertisement campaigns.,Python; R and Stata,Python; R and Stata,**KPIs**: Not specified in the document.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F24_CZ_Case.pdf,F24,Chan Zuckerberg Initiative,Chan Zuckerberg Initiative,"The main goal of this project is to strategically assist the housing affordability team at the Chan-Zuckerberg Initiative, utilizing technical expertise to contribute towards their research agenda portfolio. This entails developing a machine learning tool to simulate various economic scenarios (e.g. inflation, mortgage rates, levels of gov spending, private investment levels) and their impacts on housing issues (new housing production, residential sales, housing costs, displacement rates of households, mortgage lending), incorporating predictions of housing prices based on historical data, and creating a dashboard that visualizes the percentage of households who can afford to buy a home in their city or region based on local incomes and housing costs.","The main goal of this project is to strategically assist the housing affordability team at the Chan-Zuckerberg Initiative, utilizing technical expertise to contribute towards their research agenda portfolio. This entails:

●     Developing a machine learning tool to simulate various economic scenarios (e.g. inflation, mortgage
rates, levels of gov spending, private investment levels) and their impacts on housing issues (new
housing production, residential sales, housing costs, displacement rates of households, mortgage
lending).
●     Incorporating predictions of housing prices based on historical data
●     Creating a dashboard that visualizes the percentage of households who can afford to buy a home in
their city or region based on local incomes and housing costs.","The main goal of this project is to strategically assist the housing affordability team at the Chan-Zuckerberg Initiative, utilizing technical expertise to contribute towards their research agenda portfolio. This entails developing a machine learning tool to simulate various economic scenarios and their impacts on housing issues, incorporating predictions of housing prices based on historical data, and creating a dashboard that visualizes the percentage of households who can afford to buy a home in their city or region based on local incomes and housing costs.","Python, Tableau","Python, Tableau","**KPIs**: Developing a machine learning tool to simulate various economic scenarios and their impacts on housing issues, incorporating predictions of housing prices based on historical data, creating a dashboard that visualizes the percentage of households who can afford to buy a home in their city or region based on local incomes and housing costs."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S21_FirstTake_Case.pdf,S21,**Case Name**: First Take,First Take,"First Take is a sports podcast that is part of the ESPN network. The First Take team will perform empirical data analysis on sports card markets and provide insights/analysis to Jeffrey Lachman (head of analytics at Chicago White Sox). More influentially, the First Take team will write a program to scrape images of sports cards from various online retailers, such as PSA, COMC or Ebay. This team will require analysts with Python/web scraping abilities and database knowledge (such as PostgreSQL). Goal: Scrape tens of thousands of images, store in database, provide insights on the industry as a whole. Skills: Web scraping, Data analytics, Visualization, Database Systems","First Take is a sports podcast that is part of the ESPN network. The First Take team will perform empirical data analysis on sports card markets and provide insights/analysis to Jeffrey Lachman (head of analytics at Chicago White Sox). More influentially, the First Take team will write a program to scrape images of sports cards from various online retailers, such as PSA, COMC or Ebay. This team will require analysts with Python/web scraping abilities and database knowledge (such as PostgreSQL). Goal: Scrape tens of thousands of images, store in database, provide insights on the industry as a whole. Skills: Web scraping, Data analytics, Visualization, Database Systems","Outcome: The First Take team will perform empirical data analysis on sports card markets, scrape images of sports cards from online retailers, and provide insights to Jeffrey Lachman. They require analysts with Python/web scraping abilities and database knowledge to achieve their goal of scraping tens of thousands of images, storing them in a database, and providing industry insights.","Python, PostgreSQL","Python, PostgreSQL","**KPIs**: Scrape tens of thousands of images, store in database, provide insights on the industry as a whole."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/F24_Odyssey_Case.pdf,F24,Odyssey Therapeia,Odyssey Therapeia,"Odyssey Therapeia is a biotechnology company founded in 2020 and based in Bengaluru, India. The company focuses on developing next-generation biotechnology products and services, with partnerships across Big Tech (Amazon, Oracle, etc.) as well as customers across India (integrated into all the major hospital networks across the country). The main goal is to transform Odyssey’s existing LLM-based patient management platform Concierge into a multitenant-capable full fledged AI SaaS platform for healthcare by focusing on the creation of an adapter system for heterogeneous healthcare data endpoints. This entails developing a universal data adapter that standardizes data formats across different healthcare systems, simplifying integration and reducing costs, building a robust data ingestion system to handle real-time healthcare data for improved decision-making and patient care, implementing advanced security measures to ensure data compliance with regulations such as HIPAA, along with strict data isolation for each healthcare provider, and integrating the above data ingestion mechanisms with existing and new infrastructure for harnessing autonomous LLM agents.","The main goal is to transform Odyssey’s existing LLM-based patient management platform Concierge into a multitenant-capable full fledged AI SaaS platform for healthcare by focusing on the creation of an adapter system for heterogeneous healthcare data endpoints. This entails:

●    Developing a universal data adapter that standardizes data formats across different healthcare
systems, simplifying integration and reducing costs.
●    Building a robust data ingestion system to handle real-time healthcare data for improved
decision-making and patient care.
●    Implementing advanced security measures to ensure data compliance with regulations such as
HIPAA, along with strict data isolation for each healthcare provider.
●    Integrating the above data ingestion mechanisms with existing and new infrastructure for harnessing
autonomous LLM agents.","Odyssey Therapeia is a biotechnology company founded in 2020 and based in Bengaluru, India. The company focuses on developing next-generation biotechnology products and services, with partnerships across Big Tech (Amazon, Oracle, etc.) as well as customers across India (integrated into all the major hospital networks across the country).",Python,Python,"**KPIs**: Developing a universal data adapter, building a robust data ingestion system, implementing advanced security measures, integrating data ingestion mechanisms with existing infrastructure."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S21_Schneider_Case.pdf,S21,**Case Name**: Schneider A (LASIK),Schneider Electric,"This project is a continuation of work done by HUDAG with Schneider last semester. The project scope falls into two parts: 1. IP (Indirect Procurement) Spend Forecasts IP Spends are purchases made to support the business and are important to ensure smooth operations. This project entails forecasting the company’s IP Spend across divisions. Beyond historical IP Spending trends, this project will also require creativity in ideating which datasets may be useful. Previously, public financial data was used but additional datasets can be explored. 2. Purchase Request Automation The purchase request process for Schneider Employees is currently a manual process that is prone to error since the metadata/categories marked often don’t match the item requested. This project will focus on creating a model to flag incorrect requests, potentially using Natural Language Processing techniques. Goal: Identify better ways to forecast IP spend, improve models used to flag incorrect purchase requests Skills: Data Analytics, Machine Learning, NLP","Detailed Case Description: This project is a continuation of work done by HUDAG with Schneider last semester. The project scope falls into two parts: 1. IP (Indirect Procurement) Spend Forecasts - This project entails forecasting the company’s IP Spend across divisions, requiring creativity in ideating which datasets may be useful. 2. Purchase Request Automation - This project will focus on creating a model to flag incorrect requests, potentially using Natural Language Processing techniques. Goal: Identify better ways to forecast IP spend, improve models used to flag incorrect purchase requests. Skills: Data Analytics, Machine Learning, NLP.","Outcome: Identify better ways to forecast IP spend, improve models used to flag incorrect purchase requests",**Programming Languages Used**: Not specified in the document.,"Data Analytics, Machine Learning, NLP","**KPIs**: Forecast accuracy of IP spend, reduction in incorrect purchase requests, efficiency of purchase request process."
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S21_UnderArmour_Case.pdf,S21,UnderArmour,UnderArmour,"UnderArmour is a disruptive player in the sports apparel industry. This project will focus on using UA’s consumer data to answer two key questions related to their branding and customer experience: 1. Is Under Armour’s Purpose, Mission, Vision, and Values resonating with our consumers? Are they using the same words we use here or are they using different words? Which of these are most important or drive the greatest emotion/passion in our consumer? 2. We want to stand for Simplicity and Convenience from a consumer experience perspective across all of our channels. Based on survey and social data --- What does simplicity and convenience mean to our consumers? Where do we have opportunities across our channels to improve and differentiate in these areas? Data sources available include UA purchase channel surveys, UA product reviews, UA app reviews, UA social media mentions.","UnderArmour is a disruptive player in the sports apparel industry. This project will focus on using UA’s consumer data to answer two key questions related to their branding and customer experience: 1. Is Under Armour’s Purpose, Mission, Vision, and Values resonating with our consumers? Are they using the same words we use here or are they using different words? Which of these are most important or drive the greatest emotion/passion in our consumer? 2. We want to stand for Simplicity and Convenience from a consumer experience perspective across all of our channels. Based on survey and social data --- What does simplicity and convenience mean to our consumers? Where do we have opportunities across our channels to improve and differentiate in these areas? Data sources available include UA purchase channel surveys, UA product reviews, UA app reviews, UA social media mentions. Goal: Derive key insights from UnderArmour’s data sources. Skills: Data Analytics, Marketing Analytics, light NLP.",Outcome: Derive key insights from UnderArmour’s data sources.,**Programming Languages Used**: None specified.,"Data Analytics, Marketing Analytics, light NLP",**KPIs**: Not specified in the document.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S21_ThinkCERCA_Case.pdf,S21,ThinkCERCA,ThinkCERCA,"ThinkCERCA is a Chicago-based education company that creates K-12 writing software and curriculum to help students become strong critical thinkers. With roughly 30,000 schools involved, ThinkCERCA is a leading Edtech startup and is disrupting traditional education.","ThinkCERCA is a Chicago-based education company that creates K-12 writing software and curriculum to help students become strong critical thinkers. With roughly 30,000 schools involved, ThinkCERCA is a leading Edtech startup and is disrupting traditional education. ThinkCERCA Team A will perform data analysis on CERCA, ThinkCERCA’s flagship curriculum model, and accordingly provide insights that will further accelerate this model. This team will report to the CEO. The goal is to provide insights that will accelerate their curriculum and continue disrupting greater education. Skills required include Data Analytics, Visualization, and Machine Learning. ThinkCERCA Team B will focus on evaluating the heuristics used to evaluate student’s writing. This project will potentially involve NLP techniques to automatically extract key features of students writing samples. The goal is to build tools to help teacher’s evaluate student’s performance. Skills required include Data Analysis, Machine Learning, Visualization, and NLP.","ThinkCERCA A: Provide insights that will accelerate their curriculum and continue disrupting greater education.
ThinkCERCA B: Build tools to help teacher’s evaluate student’s performance.",**Programming Languages Used**: Not specified in the document.,"**Tech Stack**: Data Analytics, Visualization, Machine Learning, NLP",**KPIs**: Provide insights that will accelerate their curriculum and continue disrupting greater education; Build tools to help teacher’s evaluate student’s performance.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S21_UNIDO_Case.pdf,S21,Case Name: UNIDO Industrial Development and Sustainable Development Goals Project,UNIDO,Explore impact of industrial development indicators on progress towards sustainable development goals.,Explore impact of industrial development indicators on progress towards sustainable development goals.,Outcome: Explore impact of industrial development indicators on progress towards sustainable development goals.,**Programming Languages Used**: None specified.,"Tech Stack: Data Analysis, Regression Analysis, Visualization, Research",**KPIs**: Explore impact of industrial development indicators on progress towards sustainable development goals.
/mnt/c/Users/joshd/Downloads/pastsourcing/backend/data/cases/S22_ACE_Case.pdf,S22,Animal Charity Evaluators,Animal Charity Evaluators,"Animal Charity Evaluators (ACE) is an altruism-focused organization and a leading non-profit charity evaluator in the US. Their mission is to help animals, one method being increasing the impact of donations to animal charities, and have an estimated influence of over $30 million in the animal advocacy movement. They invest much into the research for top charities animal advocacy, publishing findings on their site (https://animalcharityevaluators.org/).","Animal Charity Evaluators (ACE) is an altruism-focused organization and a leading non-profit charity evaluator in the US. Their mission is to help animals, one method being increasing the impact of donations to animal charities, and have an estimated influence of over $30 million in the animal advocacy movement. They invest much into the research for top charities animal advocacy, publishing findings on their site (https://animalcharityevaluators.org/). This project will have two parts. Animal Charity Evaluators is looking to develop analyses over 1. Global funding flows for charities and 2. Trends in effects on animals. An HDAG team will tackle the goals sequentially, and the client is very understanding if some harder technological requests are out of reach (machine learning models, database integration to website). 1. Create a database for ACE that visualizes the compiled list of grant websites, identifying which charities are receiving funding, how much, and from whom. The first priority. 2. Create a similarly updating database that integrates multiple sources that measure animals affected. Measure and track variables such as population, weight, slaughter metrics, and such. Internal Partners: Head of Data Analytics Division for ACE. Datasets: Will be provided by ACE. For part 1, a compiled list of charity grant websites and information; for part 2, a compiled list of animal statistics websites. Preferred Coding Languages: Any, Python Specific Skills 1. Data Analytics: Identifying charity funding, sources, and visualizing such a network. Web scraping and automation are also helpful. 2. Database Creation: Integrating multiple sources of information into one pipeline for analysis and visualization. 3. Machine Learning: Second phase, developing a predictive model for animal statistics, ex. slaughter numbers, weight, and other factors. 4. Data Visualization and Interpretability: Creating useful and interactive visualizations to interpret the data. Communicating the limits of any model(s) to the client. Expected Technical Difficulty: Intermediate","Animal Charity Evaluators is looking to develop analyses over global funding flows for charities and trends in effects on animals. The project involves creating a database for ACE that visualizes grant websites, identifying which charities are receiving funding, how much, and from whom, as well as a database that integrates multiple sources measuring animals affected.",Python,**Tech Stack**: Python,"**KPIs**: 1. Create a database for ACE that visualizes the compiled list of grant websites, identifying which charities are receiving funding, how much, and from whom. 2. Create a similarly updating database that integrates multiple sources that measure animals affected. Measure and track variables such as population, weight, slaughter metrics, and such."
